# ID    X       Y       F814    F606-F814 dx     dy
346	0567.2	1062.0	15.64	0.621	0.04	-0.35
347	0570.0	1687.0	23.25	1.879	-0.06	0.21
348	0571.0	3414.0	26.11	0.905	-0.17	0.56
349	0572.0	1888.0	23.91	2.299	0.12	0.18
350	0572.1	3825.0	19.31	1.110	-0.11	-0.21
351	0573.6	3221.0	22.75	1.703	0.34	0.04
352	0573.7	2473.0	16.54	0.661	0.11	-0.32
353	0578.7	2968.0	16.32	0.640	0.11	-0.16
354	0579.3	3573.0	21.48	1.394	-0.22	-0.12
355	0581.4	2343.0	22.08	1.491	0.02	-0.12
356	0583.3	1345.0	17.02	0.702	-0.22	-0.40
357	0583.6	2254.0	21.52	1.400	0.10	0.21
358	0583.7	2633.0	16.92	0.685	0.03	-0.51
359	0586.2	3178.0	23.58	2.089	0.23	-0.02
360	0586.8	3234.0	21.89	1.464	0.11	-0.04
361	0587.0	1283.0	18.63	0.949	-0.01	-0.32
362	0587.1	1793.0	25.58	3.496	0.11	0.45
363	0588.8	2523.0	19.39	1.105	0.18	0.05
364	0588.8	3357.0	21.07	1.352	0.07	0.05
365	0591.1	4013.0	17.78	0.802	-0.15	-0.08
366	0591.8	2104.0	20.48	1.276	0.21	-0.20
367	0592.3	1701.0	18.42	0.899	-0.27	-0.13
368	0592.9	2386.0	21.47	1.396	0.07	-0.11
369	0593.3	1185.0	22.09	1.505	-0.31	-0.01
370	0594.0	1985.0	20.43	1.263	-0.05	0.18
371	0594.2	1628.0	21.75	1.442	-0.25	0.22
372	0597.0	2950.0	17.55	0.769	0.01	-0.06
373	0599.1	1952.0	21.75	1.438	-0.06	0.10
374	0600.2	1769.0	18.50	0.943	0.02	-0.37
375	0602.0	3703.0	26.30	1.000	-0.20	-0.01
376	0602.5	2519.0	20.50	1.275	-0.46	0.05
377	0606.3	3610.0	22.98	1.792	0.23	-0.15
378	0606.4	4005.0	17.25	0.725	-0.44	-0.24
379	0607.6	1928.0	21.07	1.336	0.31	0.02
380	0607.9	2605.0	18.72	0.985	0.12	-0.11
381	0608.5	3886.0	17.45	0.747	-0.25	-0.08
382	0609.2	2948.0	20.91	1.316	0.26	-0.46
383	0610.5	2210.0	20.29	1.245	-0.16	-0.18
384	0610.5	2821.0	18.71	0.978	0.38	-0.13
385	0611.4	3504.0	23.28	1.923	-0.21	0.03
386	0614.1	3275.0	17.37	0.742	0.03	-0.34
387	0618.9	2153.0	21.79	1.441	0.14	-0.14
388	0619.5	3643.0	18.77	0.998	-0.50	-0.11
389	0620.1	2855.0	17.66	0.789	-0.08	-0.09
390	0620.4	2618.0	21.98	1.485	0.22	0.26
391	0620.5	1607.0	26.49	1.073	-0.04	-0.03
392	0621.3	2736.0	22.41	1.609	0.00	-0.10
393	0622.8	3916.0	19.40	1.122	0.24	0.04
394	0624.2	1106.0	14.04	0.794	0.42	-0.55
